Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
164.21,Monthly,3095004918602626,3597239025942423,Visa,1528.32,423910,2028-12-21,14.25,2024-03-31,Suspended
1140.78,Quarterly,8246179030076054,2238026720238349,American Express,6194.5,429131,2026-07-22,12.11,2022-11-25,Active
2386.84,Quarterly,3113812103299358,675948646392,Visa,4828.33,407923,2028-12-19,17.29,2023-12-19,Closed
1684.2,Quarterly,2796466149435131,3533071079720307,MasterCard,2604.91,409541,2026-09-18,19.74,2023-07-27,Suspended
968.61,Quarterly,7768058701675747,6011366227319463,American Express,9406.49,431744,2027-06-05,18.16,2024-02-18,Active
3069.1,Quarterly,9094040008024362,6586987872131187,Visa,8552.26,431898,2026-02-13,11.41,2023-01-19,Suspended
3186.19,Quarterly,2689161501345511,675912941761,MasterCard,7947.34,419204,2029-05-09,15.87,2020-04-22,Closed
1295.14,Quarterly,3982369026277959,6513083700919270,MasterCard,2231.03,416082,2028-01-30,16.19,2021-04-01,Suspended
4825.73,Quarterly,5192905233205154,213140106389353,American Express,2261.66,407358,2026-02-12,12.16,2023-08-18,Active
683.52,Monthly,9994848765621351,4594710445070591264,American Express,4553.94,402528,2029-02-04,14.96,2020-07-03,Closed
1698.76,Monthly,4084146971273952,4469749419621,American Express,4515.18,427331,2027-02-04,15.47,2021-02-28,Active
4711.4,Quarterly,6834768358834703,4684914565762264,American Express,3268.56,418499,2027-12-08,19.11,2020-05-26,Suspended
3439.19,Monthly,5968164932228489,213129931409924,MasterCard,9696.11,445989,2027-01-10,14.29,2020-11-14,Closed
3775.63,Monthly,9948711865757466,213178116295731,Visa,4960.03,444185,2025-12-19,17.4,2022-10-13,Active
406.39,Monthly,5391270652122550,568534416314,MasterCard,9308.58,408292,2028-10-02,12.23,2021-07-28,Suspended
3079.09,Quarterly,6267233105808348,3583750750618109,American Express,5101.91,406220,2026-12-11,18.37,2020-01-06,Active
4811.12,Monthly,1439560837307157,346140895469671,American Express,8617.15,434065,2029-02-14,17.3,2021-08-25,Active
2541.88,Monthly,8575864345566205,213127771115577,MasterCard,3801.34,405951,2028-01-22,12.58,2023-07-09,Closed
732.76,Quarterly,7783163175118571,4607152604874485,MasterCard,6814.57,431545,2029-06-11,16.33,2024-03-06,Closed
3506.18,Monthly,1848879247928028,4276613620818962,Visa,3848.92,449632,2026-03-02,17.48,2023-03-12,Closed
408.14,Monthly,5117291779081058,6587466938733939,MasterCard,9115.65,424089,2026-04-17,14.33,2021-06-19,Closed
2642.46,Quarterly,4435918961232475,2291068025950941,MasterCard,8986.5,414212,2029-02-11,12.51,2022-09-16,Closed
4270.86,Quarterly,6523833451752304,582799422479,American Express,8716.59,421326,2026-06-26,13.84,2022-12-28,Suspended
2663.65,Monthly,6286186405527154,4728000822005321,MasterCard,7423.69,428010,2026-06-05,19.88,2023-01-05,Closed
985.16,Quarterly,5660484238565600,4128390851134696,Visa,1244.28,443431,2028-03-06,17.65,2021-04-26,Closed
4549.65,Quarterly,3981287413764588,4119576958856154,American Express,5962.24,429696,2028-12-04,10.86,2020-02-05,Suspended
2855.37,Quarterly,8468687851720747,343809663068088,American Express,7802.41,405773,2027-09-23,15.71,2020-01-11,Suspended
2718.84,Quarterly,4319087290435307,3560500512025441,MasterCard,3968.57,421906,2026-04-21,18.06,2024-06-07,Active
3066.96,Monthly,3298686745253840,4583471951623552,American Express,1355.71,417531,2026-12-11,16.83,2020-07-28,Active
2965.73,Monthly,1681560357535353,180037895209256,MasterCard,3323.45,439127,2026-04-20,10.86,2021-08-25,Closed
4449.6,Monthly,3896301577881049,4120574639313171,American Express,6119.55,440493,2025-09-12,10.63,2021-03-13,Active
4957.27,Monthly,7356246349516297,6011986369285014,American Express,6303.97,404020,2026-11-12,11.74,2024-05-12,Closed
13.69,Quarterly,3394510562301784,374982395479378,MasterCard,8241.68,442414,2025-09-20,13.23,2020-02-07,Suspended
1985.44,Quarterly,3161980525123484,2269112639076020,Visa,7099.21,409687,2028-07-31,11.18,2024-04-09,Closed
1614.65,Monthly,7779704371639696,2262231277418133,Visa,3959.25,436833,2026-10-16,14.19,2020-03-13,Active
3543.04,Monthly,5101986586509349,38390264691511,Visa,5776.61,413700,2025-09-08,16.05,2020-08-13,Closed
418.64,Monthly,1791671202987345,6586147437584012,American Express,6500.23,410233,2025-11-26,18.75,2020-12-05,Active
4977.49,Monthly,7058494223744550,345086133210891,American Express,8139.68,418774,2028-04-22,10.01,2023-09-27,Active
1391.97,Monthly,7108354738555402,4710917059085752663,American Express,1517.96,426198,2029-07-16,12.37,2021-07-25,Closed
46.27,Quarterly,8900406417517851,4510805830328867,American Express,7879.4,444431,2027-12-25,10.18,2020-01-21,Active
1220.91,Monthly,7307188929791930,2261786692755444,MasterCard,6109.03,409012,2029-07-20,11.45,2024-05-14,Closed
1291.97,Quarterly,3436068131231785,213154541409213,Visa,7084.78,417792,2027-02-15,16.92,2021-04-21,Active
3841.28,Quarterly,1971461650647895,349931108760212,American Express,2501.4,440851,2026-09-19,11.98,2023-01-20,Active
3892.62,Monthly,2390603454967641,377269979618291,Visa,6008.87,405603,2026-11-01,16.84,2022-01-08,Active
3051.46,Quarterly,5543034074357923,3556219367001110,American Express,1767.86,428605,2026-09-20,10.63,2020-07-16,Closed
2402.27,Monthly,1938238796980210,30113984482914,Visa,4621.47,416497,2026-11-04,15.32,2021-12-07,Closed
4571.49,Monthly,9928681293732932,2632700110274492,MasterCard,5013.6,415171,2027-07-24,13.96,2021-09-05,Closed
2523.87,Quarterly,3062918700363342,6011156514415839,Visa,7973.34,438869,2028-11-22,16.95,2024-04-06,Active
1500.54,Monthly,6809793915338398,6011324289890459,MasterCard,8941.58,428108,2027-11-10,17.15,2022-09-26,Suspended
4868.28,Monthly,7990944643958732,4512645076092,Visa,1987.2,426492,2026-11-14,14.72,2022-12-26,Suspended
2820.9,Monthly,7483351870653212,376100442853937,MasterCard,8889.56,415820,2029-04-25,19.22,2021-10-07,Active
339.6,Monthly,6702535897027337,4160482248477943,American Express,3003.21,430099,2025-12-03,15.24,2022-03-06,Active
1719.29,Quarterly,7033755611140471,376872953930540,American Express,6700.4,443013,2028-09-21,15.11,2022-12-01,Closed
2224.91,Monthly,1325962811603391,2376726312377288,American Express,9097.59,439241,2027-01-12,13.24,2021-04-18,Suspended
934.24,Quarterly,2483222735812038,2287437049465861,Visa,5173.7,411584,2026-01-31,10.01,2021-11-19,Suspended
2399.68,Quarterly,9517153954076377,378344975787199,MasterCard,9926.6,408015,2026-01-01,15.18,2023-12-14,Suspended
3533.65,Monthly,1448232489097126,3522965475667108,American Express,7922.48,419055,2026-11-18,10.46,2022-08-25,Closed
981.08,Quarterly,6460536887075380,3539726888111568,Visa,8244.87,412802,2029-07-26,15.16,2020-10-28,Active
4161.54,Monthly,3152407761109588,4632041312431267,Visa,9867.11,446087,2029-05-12,13.03,2020-03-05,Active
3276.13,Monthly,7887509231123339,3500168836123970,American Express,5100.78,447315,2026-09-19,19.35,2023-11-11,Closed
1682.06,Quarterly,3979954140317259,4920645705057694,American Express,6926.44,407324,2027-06-05,19.81,2021-11-08,Closed
1502.74,Quarterly,4982543721860998,2595151771463898,Visa,2512.89,403780,2026-08-08,10.53,2023-11-10,Active
3993.09,Quarterly,4582710104832082,3577666136439077,Visa,5948.77,413601,2027-06-19,18.67,2023-09-29,Suspended
2901.12,Monthly,3440411850132689,3527500808735374,American Express,9008.99,401047,2026-11-29,18.69,2020-11-09,Closed
3079.28,Monthly,3122174039625074,3598015624952479,Visa,6103.46,418579,2026-02-03,14.63,2020-05-11,Active
443.14,Monthly,5048507351367678,372976601444285,American Express,6434.03,413877,2029-06-15,14.97,2021-04-20,Suspended
1930.39,Quarterly,3631441243371351,372317371442417,MasterCard,9668.63,407149,2028-06-22,17.97,2020-08-10,Active
1610.5,Quarterly,8534914151631340,4980558586904,MasterCard,7987.72,442936,2026-05-11,14.84,2023-11-19,Active
2831.31,Quarterly,7005736847857113,4996248202144583,Visa,9928.58,435858,2026-11-28,13.86,2021-10-06,Suspended
4557.1,Monthly,4892419635004271,370820581698381,Visa,8453.29,418763,2027-06-07,12.01,2020-04-15,Suspended
3750.81,Quarterly,3627008578960187,180055709172361,Visa,3375.19,420048,2028-08-29,13.29,2022-07-27,Closed
993.69,Quarterly,9291923953533163,6589026365067876,American Express,1785.98,429536,2028-01-23,15.21,2024-05-28,Active
4830.93,Monthly,3966862883109139,4433291963470871,Visa,6976.15,439423,2029-05-03,17.27,2020-03-02,Closed
2309.89,Monthly,6124960280585428,675983401661,American Express,1071.27,430621,2028-09-05,10.39,2020-08-20,Closed
4555.58,Quarterly,3580853752755022,501876584852,Visa,6690.46,401208,2025-11-16,17.01,2023-12-16,Suspended
3523.36,Monthly,3857022834964224,30462581612898,Visa,5263.62,412823,2028-03-18,16.56,2022-12-10,Suspended
4417.43,Quarterly,5426712247828447,30012695103134,MasterCard,8939.8,431524,2026-06-15,19.26,2020-07-08,Active
2538.09,Quarterly,7109347627161286,4513749298109707,Visa,4869.01,434600,2027-09-18,16.81,2020-11-15,Active
1884.31,Quarterly,8264021681647407,5454505963100407,MasterCard,7209.74,445287,2029-05-06,13.75,2023-01-29,Suspended
3314.39,Quarterly,3954271129251973,4019176657110077,Visa,5988.9,410090,2026-06-28,13.98,2020-01-21,Closed
3729.37,Monthly,7813001171492367,4731881121575451,American Express,1272.64,417563,2028-10-31,11.28,2022-11-12,Suspended
2540.84,Quarterly,2522313602301264,675926201814,Visa,4547.53,419945,2028-12-16,15.04,2021-12-05,Closed
1903.14,Monthly,2008782275792724,3581542809654868,Visa,9595.86,442745,2029-07-03,10.84,2023-02-18,Active
2086.63,Quarterly,7266662215477146,4660491618557569,MasterCard,6281.96,433588,2026-02-19,14.07,2023-12-06,Suspended
4844.39,Monthly,2291827811426078,4505624872438600,American Express,9567.32,445344,2026-12-07,15.44,2020-06-26,Active
2001.87,Quarterly,5557442167098718,2308215324216240,Visa,6759.23,401725,2029-03-14,10.11,2022-02-28,Active
2822.03,Quarterly,1498514682502906,2274086444608784,American Express,6081.88,403503,2026-07-29,19.38,2020-12-05,Suspended
3028.49,Monthly,7987326488056633,2719085476978076,MasterCard,5026.67,404129,2026-01-29,17.07,2023-09-19,Suspended
3371.58,Quarterly,1157630155019900,3515916632430269,American Express,7835.73,425049,2027-12-15,17.95,2021-05-27,Active
2882.64,Monthly,1875229420931005,3593370598830069,Visa,6181.88,433156,2026-08-15,10.39,2023-09-19,Closed
2998.42,Quarterly,2639393133912009,38964415209181,American Express,3793.67,400201,2028-08-29,10.13,2021-01-01,Suspended
2527.38,Monthly,6846584461303194,4887408744916,MasterCard,5121,427130,2028-03-07,14.4,2020-04-22,Closed
2229.56,Monthly,1494871457281957,30223295456521,Visa,8354.33,414120,2028-06-13,13.17,2020-02-19,Suspended
4252.06,Quarterly,9305638751845704,6011086606071655,MasterCard,8262.41,444716,2025-09-12,18.65,2020-10-12,Suspended
4901.05,Monthly,5715291481219298,4824375548218074,American Express,3030.18,404263,2026-03-19,13.37,2022-08-23,Active
2212.6,Monthly,3261306333541947,6011906749946762,Visa,5673.21,437908,2026-12-01,17.82,2023-11-06,Suspended
1127.53,Quarterly,5550902943475434,4670741003053733,MasterCard,4299.26,427872,2027-11-26,14.3,2022-10-31,Active
2541.06,Monthly,1416051250050489,2715211704626923,Visa,5867.11,441949,2025-10-09,16.23,2023-12-22,Suspended
4079.67,Monthly,3647809042574050,2720355810071616,American Express,6265.06,409147,2026-02-26,11.01,2023-09-27,Suspended
4486.21,Quarterly,5785272021011862,3505329529850528,Visa,7739.98,429212,2027-12-21,10,2022-03-18,Suspended
3134.27,Quarterly,4416187078806343,346142279996105,American Express,8282.62,449884,2025-09-14,10.94,2022-08-02,Suspended
13.8,Quarterly,2598199251644055,676287401688,MasterCard,9940.86,449938,2025-08-16,13.53,2020-08-17,Suspended
2327.43,Monthly,7744611616590358,4826990692367671,MasterCard,8637.9,406680,2026-06-07,17.69,2020-05-19,Closed
1253.85,Quarterly,3789898632529112,2248144546538210,MasterCard,5649.27,404717,2028-01-03,17.05,2021-07-10,Closed
4705.24,Quarterly,7220188999394422,3502527759133225,American Express,5178.82,417395,2025-08-22,18.89,2023-10-31,Active
747.37,Quarterly,5434304104453766,4331080609348754,Visa,1199.78,413660,2028-10-20,11.27,2022-12-28,Suspended
2640.98,Quarterly,6914978135358838,4202533114299207,American Express,1301.34,401228,2026-11-27,11.17,2022-11-23,Active
2726.94,Quarterly,5669510280223806,340457026895426,American Express,6404.93,405812,2025-10-14,17.86,2024-02-12,Suspended
498.38,Quarterly,9816139239514683,3500865737462775,Visa,8540.4,442473,2029-06-29,13.1,2022-04-16,Closed
4251.48,Monthly,1802195190135018,30490596768454,MasterCard,5256.55,425164,2026-11-30,19.7,2021-01-28,Suspended
1404.24,Monthly,4814762836848122,630413938261,Visa,3978.51,427926,2026-01-26,16.38,2023-05-25,Suspended
4364.38,Quarterly,7216428016413666,6011557590787290,Visa,5379.98,411530,2028-08-12,16.09,2020-10-28,Active
1164.17,Quarterly,3658849456166016,4866531230577719,MasterCard,1505.75,425752,2029-07-08,15.71,2023-03-23,Active
1034.74,Monthly,8828265133713344,675936275071,MasterCard,8935.75,433163,2026-09-26,11.65,2021-12-05,Closed
241.69,Quarterly,5490001464805041,4329861330222,Visa,3459.71,410157,2027-05-05,17.91,2022-07-08,Suspended
613.08,Quarterly,2048214864049924,340704711985370,American Express,9228.89,445644,2026-04-12,18.44,2021-04-14,Suspended
3944.52,Quarterly,8499652186570043,4345476167826026897,MasterCard,1410.26,428348,2027-08-31,14.37,2020-09-08,Suspended
2699.7,Quarterly,4443375845147829,6011270947210988,Visa,1911.67,419617,2025-08-05,10.23,2021-07-20,Active
1705.91,Monthly,9334843894133570,4981040595848152,American Express,5921.72,403544,2029-01-03,14.29,2021-04-08,Active
2205.86,Quarterly,4963256672669174,2720901410367431,Visa,6633.16,448823,2026-07-20,12.32,2021-02-23,Active
3000.15,Monthly,9907023894523703,3551022542482931,American Express,4450.98,418151,2026-04-22,10.54,2023-05-26,Active
4223.06,Monthly,4945671451911236,371965536756534,American Express,4987.21,427407,2027-12-27,15.08,2023-07-28,Active
4288.36,Quarterly,6176194021941487,374818084509002,Visa,8883.49,440550,2027-12-27,18.35,2022-12-26,Suspended
1164.85,Quarterly,8803151255955434,4338322794736,American Express,4790.82,415758,2026-10-13,16.9,2024-01-13,Closed
2341.38,Monthly,9288486319911524,346653492049670,MasterCard,9192.84,424773,2028-06-14,18.65,2021-12-20,Suspended
2647.81,Monthly,5879933200494655,3507476043122393,MasterCard,2337.66,449932,2025-09-05,10.93,2020-04-29,Active
4498.6,Monthly,6997127366217893,3590661346656209,American Express,5325.9,418127,2027-03-17,13.92,2021-12-07,Closed
1090.1,Monthly,1193224141285395,4368304775938149,MasterCard,7845.11,417653,2025-10-16,13.93,2023-05-13,Closed
2854,Quarterly,7145379187253080,30304927042192,MasterCard,4597.79,421491,2028-10-31,17.84,2021-04-06,Closed
3872.15,Quarterly,1782005107268426,213189919460786,American Express,8430.2,408271,2027-05-27,16.94,2022-03-31,Active
4926.62,Quarterly,4478065287072547,3558482448768325,Visa,9903.57,443506,2028-09-29,11.42,2021-04-04,Closed
3702.82,Monthly,8777477534676143,38400420477885,American Express,6454.79,419960,2026-04-11,13.97,2022-08-24,Suspended
2008.77,Quarterly,8012966016017925,3572346724174437,Visa,4564.02,437002,2029-03-30,19.79,2023-03-01,Closed
2196.44,Quarterly,3572508893285137,4671588858757,Visa,5010.61,414436,2028-04-27,19.39,2023-08-03,Suspended
2309.42,Monthly,5399514751527875,30049927417908,Visa,4590.67,445164,2026-12-29,14.05,2023-10-13,Suspended
3174.15,Monthly,7388409284707478,346899344409287,American Express,4856.56,437307,2026-08-19,16.69,2024-04-12,Closed
4972.39,Quarterly,9583953382276841,501803612750,American Express,9838.11,424849,2025-07-31,12.26,2023-08-17,Closed
1565.77,Monthly,7760145611526980,213116586574631,Visa,3258.97,405353,2025-10-31,10.49,2020-05-04,Suspended
522.78,Monthly,9519326848612307,4702453293794,Visa,3586.34,407204,2025-12-13,15.29,2024-05-19,Suspended
2475.21,Monthly,7674706091076500,4476438185975512,MasterCard,4189.39,406086,2026-03-26,11.21,2020-05-15,Suspended
2418.39,Quarterly,6995689940332530,6011363577915453,MasterCard,8968.86,424657,2028-10-25,10.84,2022-08-17,Suspended
3966.62,Quarterly,1659804204252810,213110619302839,MasterCard,8763.65,448488,2026-07-04,19.99,2023-11-10,Closed
1996.8,Monthly,8871075242787325,213111363488147,Visa,7898.79,443777,2029-02-06,13.01,2020-02-09,Closed
384.14,Monthly,8046825449621140,180056731258152,American Express,2822.39,403071,2027-08-13,11.15,2020-03-27,Active
2990.27,Quarterly,7426518509291683,4110242132715415,MasterCard,6392.76,434224,2029-06-08,17.27,2023-01-18,Active
3365.54,Monthly,1515827477102377,4370734725317703,Visa,4021.07,426978,2026-08-01,13.06,2024-07-20,Active
2232.17,Monthly,1384718046457925,2236257763097035,MasterCard,5243.31,440280,2026-09-15,18.09,2023-11-07,Active
2092.98,Quarterly,1613373525356377,30436961467362,Visa,6201.01,443611,2028-06-20,16.07,2020-09-18,Active
3410.84,Quarterly,2800679322911924,3508762767300185,American Express,6789.06,425882,2028-06-15,19.24,2020-08-05,Active
3196.34,Quarterly,8101911272399242,3543457239410657,American Express,9708.38,422223,2029-04-03,14.22,2024-06-14,Active
4235.8,Monthly,1906011699037749,30090278470070,Visa,5157.33,435161,2026-04-01,12.96,2022-02-05,Active
1317.18,Monthly,5564783590777059,4660400244138348,American Express,3045.98,429006,2027-08-16,16.09,2022-10-10,Closed
2056.39,Monthly,1346405149409327,4969812279075,Visa,9115.49,436666,2026-09-27,14.97,2021-03-20,Active
2343.32,Quarterly,4115741576673110,30298156758090,Visa,4109.1,411625,2029-01-26,11.6,2020-01-21,Suspended
2770.48,Monthly,9554621850265794,4157539195150,American Express,1921.89,433940,2027-11-19,17.67,2023-10-14,Active
4667.87,Monthly,1491039275217579,4986683334599,Visa,1388.43,403106,2025-09-14,15.94,2022-10-10,Active
592.49,Quarterly,4616698976513009,3543830977004454,Visa,2238.38,435209,2027-02-21,13.71,2020-11-15,Closed
560.61,Monthly,1385168306834243,6011707670808983,American Express,3125.26,447737,2029-03-20,11.1,2022-01-18,Active
3458.65,Monthly,6494649853109675,3579541328097967,Visa,5603.82,427142,2025-10-11,14.91,2021-05-23,Active
2244.27,Quarterly,5047981641341228,4242030023613690791,Visa,7201.71,426336,2027-04-11,17.96,2024-02-28,Active
1752.23,Quarterly,7875153221544470,3577282880326674,American Express,6573.84,442154,2029-02-20,13.15,2020-08-03,Suspended
1553.68,Monthly,9317006745767607,30311324658793,American Express,4270.15,422938,2027-09-23,12.88,2020-08-09,Suspended
2472.07,Quarterly,6112738848412555,3577086361740273,MasterCard,8146.82,445543,2026-06-22,14.05,2024-01-06,Active
3188.3,Quarterly,1828765935302900,4782955599869431242,Visa,7446.67,440756,2026-06-25,10.25,2022-01-09,Closed
1036.72,Quarterly,6415118438776844,3574182613317623,MasterCard,6408.46,413940,2026-07-13,17.13,2020-09-16,Suspended
4556.51,Monthly,6488420669356914,376618622134240,Visa,4333.5,449494,2026-06-24,14.43,2021-10-17,Suspended
2314.14,Quarterly,9567554234046616,3507982760018375,American Express,7660.06,423086,2026-02-26,10.57,2024-03-02,Closed
